"","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"98",280842,"Paid","All Levels",5,"Business Finance","English"
"99",552504,"Paid","All Levels",5,"Business Finance","Spanish"
"100",169662,"Paid","Beginner Level",1,"Business Finance","French"
"101",749468,"Paid","Beginner Level",5,"Business Finance","English"
"102",1243448,"Paid","Beginner Level",1,"Business Finance","French"
"103",42642,"Paid","All Levels",4,"Business Finance","Spanish"
"104",724596,"Paid","All Levels",1,"Business Finance","Hindi"
"105",42491,"Paid","All Levels",5,"Business Finance","Hindi"
"106",975074,"Paid","Intermediate Level",1,"Business Finance","French"
"107",854764,"Paid","Beginner Level",4,"Business Finance","Spanish"
"108",158830,"Paid","All Levels",5,"Business Finance","German"
"109",1053272,"Paid","All Levels",5,"Business Finance","French"
"110",160322,"Paid","Beginner Level",4,"Business Finance","Spanish"
"111",696616,"Paid","Beginner Level",4,"Business Finance","English"
"112",258174,"Paid","Expert Level",2,"Business Finance","Spanish"
"113",159388,"Paid","Beginner Level",3,"Business Finance","German"
"114",1046724,"Paid","Beginner Level",1,"Business Finance","English"
"115",207166,"Paid","Beginner Level",2,"Business Finance","Hindi"
"116",247558,"Paid","All Levels",2,"Business Finance","German"
"117",355622,"Paid","Beginner Level",5,"Business Finance","Hindi"
"118",615206,"Paid","Beginner Level",3,"Business Finance","Spanish"
"119",718338,"Paid","All Levels",2,"Business Finance","Hindi"
"120",179446,"Paid","Beginner Level",1,"Business Finance","English"
"121",883394,"Paid","All Levels",2,"Business Finance","Hindi"
"122",44319,"Paid","Beginner Level",3,"Business Finance","Spanish"
"123",597716,"Paid","Beginner Level",5,"Business Finance","English"
"124",240256,"Paid","All Levels",3,"Business Finance","English"
"125",466774,"Paid","All Levels",1,"Business Finance","French"
"126",252950,"Paid","All Levels",4,"Business Finance","German"
"127",975414,"Paid","All Levels",3,"Business Finance","Spanish"
"128",327962,"Paid","Expert Level",4,"Business Finance","English"
"129",221872,"Paid","Beginner Level",3,"Business Finance","French"
"130",941120,"Paid","Beginner Level",3,"Business Finance","German"
"131",455452,"Paid","All Levels",2,"Business Finance","French"
"132",1028656,"Free","All Levels",3,"Business Finance","German"
"133",1041926,"Paid","Beginner Level",2,"Business Finance","French"
"134",485889,"Paid","Beginner Level",1,"Business Finance","German"
"135",476622,"Paid","Beginner Level",4,"Business Finance","Hindi"
"136",178602,"Paid","All Levels",2,"Business Finance","French"
"137",923184,"Paid","All Levels",5,"Business Finance","Hindi"
"138",619716,"Paid","All Levels",3,"Business Finance","English"
"139",179500,"Paid","Beginner Level",3,"Business Finance","English"
"140",1102462,"Paid","Beginner Level",4,"Business Finance","English"
"141",624016,"Paid","Intermediate Level",2,"Business Finance","English"
"142",577198,"Paid","Beginner Level",2,"Business Finance","German"
"143",702138,"Paid","Beginner Level",4,"Business Finance","French"
"144",436488,"Paid","All Levels",5,"Business Finance","English"
"145",945194,"Paid","All Levels",5,"Business Finance","French"
"146",551910,"Paid","All Levels",5,"Business Finance","French"
"147",676764,"Paid","All Levels",2,"Business Finance","English"
"148",41961,"Paid","All Levels",4,"Business Finance","French"
"149",42640,"Paid","All Levels",2,"Business Finance","Spanish"
"150",379196,"Paid","Beginner Level",1,"Business Finance","French"
"151",1070886,"Paid","All Levels",1,"Business Finance","French"
"152",781954,"Paid","All Levels",4,"Business Finance","English"
"153",648174,"Paid","All Levels",2,"Business Finance","English"
"154",868686,"Paid","Beginner Level",5,"Business Finance","Spanish"
"155",713416,"Paid","All Levels",2,"Business Finance","Spanish"
"156",1002282,"Paid","Beginner Level",1,"Business Finance","German"
"157",179824,"Paid","All Levels",3,"Business Finance","Spanish"
"158",298044,"Paid","All Levels",5,"Business Finance","German"
"159",101234,"Paid","All Levels",5,"Business Finance","German"
"160",815482,"Paid","Beginner Level",2,"Business Finance","German"
"161",787508,"Paid","Beginner Level",3,"Business Finance","Hindi"
"162",172898,"Paid","All Levels",4,"Business Finance","English"
"163",788720,"Free","Beginner Level",1,"Business Finance","Hindi"
"164",53211,"Paid","All Levels",1,"Business Finance","Hindi"
"165",932274,"Paid","All Levels",1,"Business Finance","French"
"166",576906,"Paid","Beginner Level",5,"Business Finance","Hindi"
"167",180384,"Paid","All Levels",4,"Business Finance","English"
"168",455120,"Paid","All Levels",1,"Business Finance","French"
"169",180360,"Paid","All Levels",4,"Business Finance","French"
"170",1080466,"Paid","Intermediate Level",4,"Business Finance","Hindi"
"171",610812,"Paid","Beginner Level",5,"Business Finance","French"
"172",72644,"Paid","All Levels",3,"Business Finance","Hindi"
"173",950748,"Paid","Intermediate Level",2,"Business Finance","Spanish"
"174",578534,"Paid","All Levels",4,"Business Finance","Hindi"
"175",932454,"Paid","Beginner Level",2,"Business Finance","German"
"176",180372,"Paid","Beginner Level",5,"Business Finance","French"
"177",1123226,"Paid","All Levels",1,"Business Finance","French"
"178",601912,"Paid","Intermediate Level",4,"Business Finance","French"
"179",658766,"Paid","All Levels",3,"Business Finance","German"
"180",201942,"Paid","Beginner Level",4,"Business Finance","Spanish"
"181",1185936,"Free","Intermediate Level",5,"Business Finance","French"
"182",1247394,"Paid","Beginner Level",2,"Business Finance","English"
"183",100526,"Paid","All Levels",1,"Business Finance","German"
"184",737832,"Paid","All Levels",3,"Business Finance","French"
"185",688244,"Paid","Beginner Level",2,"Business Finance","Spanish"
"186",617976,"Paid","All Levels",4,"Business Finance","French"
"187",645634,"Paid","Beginner Level",1,"Business Finance","Spanish"
"188",638966,"Paid","Beginner Level",4,"Business Finance","Spanish"
"189",792216,"Paid","Beginner Level",3,"Business Finance","French"
"190",996612,"Paid","All Levels",5,"Business Finance","German"
"191",682514,"Paid","All Levels",2,"Business Finance","French"
"192",239268,"Paid","All Levels",3,"Business Finance","English"
"193",312834,"Paid","All Levels",5,"Business Finance","Spanish"
"194",1110470,"Paid","All Levels",1,"Business Finance","French"
"195",1214144,"Free","Beginner Level",1,"Business Finance","English"
"196",389834,"Paid","Beginner Level",1,"Business Finance","French"
"197",680046,"Paid","Intermediate Level",4,"Business Finance","French"
"198",679238,"Paid","Expert Level",1,"Business Finance","English"
"199",439210,"Paid","Beginner Level",1,"Business Finance","German"
"200",950750,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"201",767256,"Paid","All Levels",5,"Business Finance","German"
"202",323828,"Paid","Beginner Level",2,"Business Finance","Hindi"
"203",975982,"Paid","All Levels",2,"Business Finance","French"
"204",667332,"Paid","Beginner Level",2,"Business Finance","French"
"205",576636,"Paid","Beginner Level",4,"Business Finance","Hindi"
"206",885443,"Paid","All Levels",2,"Business Finance","French"
"207",542950,"Paid","All Levels",2,"Business Finance","French"
"208",236070,"Paid","Beginner Level",2,"Business Finance","French"
"209",331968,"Paid","Beginner Level",2,"Business Finance","German"
"210",157336,"Paid","All Levels",5,"Business Finance","French"
"211",1191504,"Paid","All Levels",2,"Business Finance","German"
"212",355798,"Paid","Beginner Level",1,"Business Finance","Hindi"
"213",400976,"Paid","All Levels",5,"Business Finance","Hindi"
"214",596026,"Paid","All Levels",5,"Business Finance","French"
"215",414744,"Paid","All Levels",4,"Business Finance","Spanish"
"216",1196544,"Paid","All Levels",3,"Business Finance","German"
"217",176136,"Paid","Beginner Level",5,"Business Finance","English"
"218",739910,"Paid","Intermediate Level",4,"Business Finance","Spanish"
"219",634932,"Paid","Expert Level",1,"Business Finance","English"
"220",327788,"Paid","Beginner Level",5,"Business Finance","German"
"221",639126,"Paid","Beginner Level",5,"Business Finance","German"
"222",936298,"Paid","Beginner Level",2,"Business Finance","Spanish"
"223",361286,"Paid","All Levels",3,"Business Finance","English"
"224",640062,"Paid","All Levels",3,"Business Finance","French"
"225",591880,"Paid","All Levels",1,"Business Finance","English"
"226",1100054,"Paid","All Levels",3,"Business Finance","English"
"227",581498,"Paid","Beginner Level",4,"Business Finance","Hindi"
"228",979616,"Paid","Intermediate Level",3,"Business Finance","English"
"229",382824,"Paid","All Levels",2,"Business Finance","English"
"230",42040,"Paid","All Levels",2,"Business Finance","Hindi"
"231",832832,"Paid","Beginner Level",3,"Business Finance","German"
"232",597164,"Paid","All Levels",5,"Business Finance","English"
"233",138004,"Paid","All Levels",3,"Business Finance","German"
"234",616564,"Paid","All Levels",NA,"Business Finance","German"
"235",1088656,"Paid","Intermediate Level",5,"Business Finance","Hindi"
"236",743568,"Paid","Beginner Level",3,"Business Finance","French"
"237",931626,"Paid","Beginner Level",3,"Business Finance","Spanish"
"238",803664,"Paid","All Levels",5,"Business Finance","Hindi"
"239",871358,"Paid","Beginner Level",3,"Business Finance","Spanish"
"240",504620,"Paid","Intermediate Level",4,"Business Finance","Spanish"
"241",657130,"Paid","All Levels",3,"Business Finance","French"
"242",514844,"Paid","All Levels",2,"Business Finance","Spanish"
"243",662318,"Paid","All Levels",3,"Business Finance","English"
"244",155616,"Paid","All Levels",2,"Business Finance","English"
"245",304000,"Paid","Beginner Level",2,"Business Finance","English"
"246",1196728,"Paid","All Levels",5,"Business Finance","German"
"247",1225194,"Free","Beginner Level",1,"Business Finance","Spanish"
"248",843854,"Paid","All Levels",4,"Business Finance","Hindi"
"249",507600,"Paid","All Levels",5,"Business Finance","Spanish"
"250",73044,"Paid","Beginner Level",1,"Business Finance","English"
"251",598722,"Paid","Beginner Level",1,"Business Finance","Hindi"
"252",1023650,"Paid","All Levels",1,"Business Finance","Spanish"
"253",239416,"Paid","All Levels",3,"Business Finance","Spanish"
"254",172298,"Paid","Beginner Level",4,"Business Finance","English"
"255",801702,"Paid","All Levels",5,"Business Finance","English"
"256",702278,"Paid","All Levels",4,"Business Finance","Spanish"
"257",1196816,"Paid","Beginner Level",2,"Business Finance","Hindi"
"258",964828,"Paid","All Levels",2,"Business Finance","Hindi"
"259",746366,"Paid","All Levels",2,"Business Finance","English"
"260",81064,"Paid","All Levels",2,"Business Finance","French"
"261",831940,"Paid","Beginner Level",1,"Business Finance","German"
"262",363058,"Paid","All Levels",2,"Business Finance","Spanish"
"263",380542,"Paid","All Levels",2,"Business Finance","Spanish"
"264",986034,"Paid","Beginner Level",5,"Business Finance","English"
"265",429952,"Paid","Beginner Level",3,"Business Finance","French"
"266",235112,"Paid","All Levels",4,"Business Finance","German"
"267",38456,"Paid","All Levels",1,"Business Finance","English"
"268",304424,"Paid","All Levels",5,"Business Finance","French"
"269",902888,"Paid","Beginner Level",2,"Business Finance","English"
"270",167316,"Paid","All Levels",2,"Business Finance","French"
"271",822808,"Paid","Beginner Level",2,"Business Finance","Hindi"
"272",148028,"Paid","All Levels",4,"Business Finance","French"
"273",835212,"Paid","Beginner Level",1,"Business Finance","German"
"274",593962,"Paid","Beginner Level",NA,"Business Finance","Hindi"
"275",765238,"Paid","All Levels",4,"Business Finance","French"
"276",1016420,"Paid","All Levels",2,"Business Finance","English"
"277",158140,"Paid","All Levels",5,"Business Finance","Hindi"
"278",990440,"Paid","All Levels",1,"Business Finance","English"
"279",229360,"Paid","All Levels",4,"Business Finance","German"
"280",985104,"Paid","All Levels",5,"Business Finance","English"
"281",742106,"Paid","Beginner Level",4,"Business Finance","French"
"282",307080,"Paid","All Levels",1,"Business Finance","English"
"283",1128662,"Paid","All Levels",5,"Business Finance","Spanish"
"284",42146,"Paid","Expert Level",3,"Business Finance","Spanish"
"285",306360,"Paid","All Levels",2,"Business Finance","Hindi"
"286",1097486,"Paid","All Levels",1,"Business Finance","English"
"287",1039930,"Paid","Intermediate Level",2,"Business Finance","Hindi"
"288",521952,"Paid","All Levels",3,"Business Finance","French"
"289",902150,"Paid","All Levels",2,"Business Finance","Spanish"
"290",850294,"Paid","All Levels",1,"Business Finance","German"
"291",323916,"Paid","All Levels",3,"Business Finance","German"
"292",179978,"Paid","All Levels",3,"Business Finance","Spanish"
"293",166842,"Paid","All Levels",1,"Business Finance","Hindi"
"294",35131,"Paid","Beginner Level",4,"Business Finance","Spanish"
"295",331600,"Paid","All Levels",2,"Business Finance","English"
"296",1022796,"Paid","All Levels",3,"Business Finance","Spanish"
"297",233294,"Paid","All Levels",1,"Business Finance","English"
"298",469526,"Paid","All Levels",3,"Business Finance","French"
"299",941520,"Paid","All Levels",4,"Business Finance","German"
"300",764010,"Paid","Expert Level",4,"Business Finance","Hindi"
"301",138560,"Paid","Intermediate Level",2,"Business Finance","English"
"302",832410,"Paid","Beginner Level",1,"Business Finance","German"
"303",73046,"Paid","All Levels",NA,"Business Finance","French"
"304",929526,"Paid","All Levels",1,"Business Finance","English"
"305",665866,"Paid","All Levels",3,"Business Finance","French"
"306",828596,"Paid","All Levels",3,"Business Finance","French"
"307",73030,"Paid","All Levels",5,"Business Finance","Hindi"
"308",467238,"Paid","Beginner Level",4,"Business Finance","Spanish"
"309",420926,"Paid","All Levels",1,"Business Finance","German"
"310",696342,"Paid","Beginner Level",5,"Business Finance","English"
"311",972126,"Paid","All Levels",3,"Business Finance","German"
"312",1021104,"Paid","All Levels",1,"Business Finance","French"
"313",892446,"Paid","Intermediate Level",1,"Business Finance","German"
"314",434100,"Paid","Intermediate Level",5,"Business Finance","Hindi"
"315",119276,"Paid","Beginner Level",2,"Business Finance","German"
"316",73898,"Paid","Beginner Level",3,"Business Finance","Spanish"
"317",98706,"Paid","Beginner Level",2,"Business Finance","Hindi"
"318",247940,"Paid","All Levels",3,"Business Finance","Spanish"
"319",74004,"Paid","Intermediate Level",2,"Business Finance","English"
"320",849896,"Paid","Expert Level",2,"Business Finance","Spanish"
"321",1001010,"Paid","Beginner Level",5,"Business Finance","Hindi"
"322",322332,"Paid","Intermediate Level",1,"Business Finance","German"
"323",324656,"Paid","Beginner Level",4,"Business Finance","Hindi"
"324",850726,"Paid","All Levels",1,"Business Finance","Hindi"
"325",202290,"Paid","All Levels",1,"Business Finance","French"
"326",518886,"Paid","All Levels",5,"Business Finance","Spanish"
"327",334838,"Paid","All Levels",4,"Business Finance","French"
"328",768028,"Paid","All Levels",NA,"Business Finance","Hindi"
"329",1053462,"Paid","All Levels",2,"Business Finance","German"
"330",462474,"Paid","All Levels",2,"Business Finance","German"
"331",676650,"Paid","Intermediate Level",3,"Business Finance","Hindi"
"332",281844,"Paid","All Levels",4,"Business Finance","English"
"333",658764,"Paid","All Levels",4,"Business Finance","German"
"334",796486,"Paid","Beginner Level",2,"Business Finance","German"
"335",130366,"Paid","All Levels",5,"Business Finance","French"
"336",73938,"Paid","Intermediate Level",4,"Business Finance","French"
"337",56058,"Paid","All Levels",3,"Business Finance","German"
"338",410576,"Paid","Intermediate Level",1,"Business Finance","Spanish"
"339",607876,"Paid","All Levels",3,"Business Finance","German"
"340",343818,"Paid","All Levels",5,"Business Finance","French"
"341",881062,"Paid","All Levels",4,"Business Finance","Hindi"
"342",552058,"Paid","Beginner Level",5,"Business Finance","English"
"343",408232,"Paid","Beginner Level",4,"Business Finance","Spanish"
"344",59725,"Paid","All Levels",2,"Business Finance","Spanish"
"345",177214,"Paid","All Levels",3,"Business Finance","Hindi"
"346",64739,"Paid","Beginner Level",2,"Business Finance","English"
"347",288256,"Paid","Beginner Level",1,"Business Finance","German"
"348",153926,"Paid","Beginner Level",5,"Business Finance","French"
"349",881778,"Paid","All Levels",5,"Business Finance","German"
"350",1222836,"Paid","Intermediate Level",3,"Business Finance","Spanish"
"351",754156,"Paid","All Levels",3,"Business Finance","Spanish"
"352",560218,"Paid","All Levels",4,"Business Finance","English"
"353",129274,"Paid","Beginner Level",5,"Business Finance","Spanish"
"354",869652,"Paid","All Levels",5,"Business Finance","English"
"355",74016,"Paid","Beginner Level",1,"Business Finance","German"
"356",258954,"Paid","All Levels",1,"Business Finance","German"
"357",557208,"Paid","All Levels",2,"Business Finance","Spanish"
"358",466558,"Paid","All Levels",1,"Business Finance","French"
"359",772480,"Paid","All Levels",4,"Business Finance","Spanish"
"360",666254,"Paid","All Levels",5,"Business Finance","French"
"361",501384,"Paid","All Levels",5,"Business Finance","Spanish"
"362",262818,"Paid","Intermediate Level",2,"Business Finance","English"
"363",544556,"Paid","All Levels",2,"Business Finance","French"
"364",1039442,"Paid","Beginner Level",2,"Business Finance","English"
"365",612528,"Paid","Beginner Level",1,"Business Finance","German"
"366",689868,"Paid","Beginner Level",1,"Business Finance","Hindi"
"367",1250694,"Paid","All Levels",4,"Business Finance","French"
"368",903326,"Paid","Beginner Level",4,"Business Finance","French"
"369",1223000,"Paid","Beginner Level",4,"Business Finance","Spanish"
"370",1050168,"Paid","Beginner Level",1,"Business Finance","German"
"371",548044,"Paid","All Levels",5,"Business Finance","Hindi"
"372",425338,"Paid","Beginner Level",1,"Business Finance","Spanish"
"373",498360,"Paid","All Levels",2,"Business Finance","French"
"374",980408,"Paid","Beginner Level",3,"Business Finance","German"
"375",725872,"Paid","All Levels",1,"Business Finance","German"
"376",1088102,"Paid","All Levels",2,"Business Finance","German"
"377",1170626,"Paid","Expert Level",4,"Business Finance","Hindi"
"378",380206,"Paid","All Levels",1,"Business Finance","Hindi"
"379",929146,"Paid","All Levels",3,"Business Finance","French"
"380",412108,"Paid","All Levels",2,"Business Finance","English"
"381",615204,"Paid","Beginner Level",4,"Business Finance","Spanish"
"382",581598,"Paid","All Levels",2,"Business Finance","Spanish"
"383",116924,"Paid","Beginner Level",1,"Business Finance","French"
"384",863998,"Paid","All Levels",4,"Business Finance","Spanish"
"385",1051430,"Paid","Intermediate Level",3,"Business Finance","German"
"386",974954,"Paid","Beginner Level",1,"Business Finance","English"
"387",742142,"Paid","All Levels",5,"Business Finance","German"
"388",1167536,"Paid","All Levels",4,"Business Finance","Hindi"
"389",900472,"Paid","Expert Level",2,"Business Finance","English"
"390",73860,"Paid","Beginner Level",3,"Business Finance","Hindi"
"391",562668,"Paid","All Levels",4,"Business Finance","English"
"392",971110,"Paid","All Levels",2,"Business Finance","German"
"393",65802,"Paid","All Levels",4,"Business Finance","French"
"394",273448,"Paid","Beginner Level",5,"Business Finance","English"
"395",94532,"Paid","Beginner Level",1,"Business Finance","Hindi"
"396",541824,"Paid","All Levels",2,"Business Finance","German"
"397",774570,"Paid","Beginner Level",2,"Business Finance","German"
"398",729128,"Paid","Beginner Level",3,"Business Finance","German"
"399",360916,"Paid","All Levels",4,"Business Finance","Spanish"
"400",927442,"Paid","Intermediate Level",5,"Business Finance","French"
"401",528104,"Paid","All Levels",2,"Business Finance","German"
"402",248338,"Paid","Intermediate Level",4,"Business Finance","English"
"403",501502,"Paid","All Levels",5,"Business Finance","French"
"404",168358,"Paid","Beginner Level",5,"Business Finance","German"
"405",700080,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"406",19653,"Paid","Intermediate Level",4,"Business Finance","Spanish"
"407",1174084,"Paid","All Levels",1,"Business Finance","Hindi"
"408",865630,"Paid","All Levels",5,"Business Finance","French"
"409",815672,"Paid","Beginner Level",2,"Business Finance","French"
"410",931588,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"411",812798,"Paid","All Levels",3,"Business Finance","German"
"412",941310,"Paid","Beginner Level",2,"Business Finance","German"
"413",43778,"Paid","Beginner Level",2,"Business Finance","French"
"414",753610,"Paid","All Levels",1,"Business Finance","German"
"415",322118,"Paid","Beginner Level",2,"Business Finance","Hindi"
"416",709816,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"417",255046,"Paid","Beginner Level",3,"Business Finance","German"
"418",74028,"Paid","All Levels",3,"Business Finance","German"
"419",73962,"Paid","All Levels",2,"Business Finance","French"
"420",193916,"Paid","All Levels",2,"Business Finance","Spanish"
"421",1101382,"Paid","Beginner Level",2,"Business Finance","English"
"422",64173,"Paid","Beginner Level",2,"Business Finance","German"
"423",869716,"Paid","Intermediate Level",1,"Business Finance","Hindi"
"424",509512,"Paid","Beginner Level",5,"Business Finance","German"
"425",1046940,"Paid","All Levels",3,"Business Finance","Spanish"
"426",469848,"Paid","Beginner Level",1,"Business Finance","Spanish"
"427",499504,"Paid","Beginner Level",5,"Business Finance","German"
"428",538560,"Paid","Beginner Level",3,"Business Finance","German"
"429",1189592,"Paid","Beginner Level",4,"Business Finance","German"
"430",1178820,"Paid","All Levels",5,"Business Finance","Spanish"
"431",1078520,"Paid","Expert Level",4,"Business Finance","Spanish"
"432",1233350,"Paid","Beginner Level",3,"Business Finance","Spanish"
"433",302456,"Paid","Beginner Level",3,"Business Finance","Spanish"
"434",537748,"Paid","Beginner Level",1,"Business Finance","French"
"435",427040,"Paid","Beginner Level",2,"Business Finance","Hindi"
"436",1225564,"Paid","Beginner Level",5,"Business Finance","French"
"437",572992,"Paid","All Levels",3,"Business Finance","French"
"438",858764,"Paid","All Levels",3,"Business Finance","German"
"439",867440,"Paid","All Levels",3,"Business Finance","Hindi"
"440",1151398,"Paid","All Levels",3,"Business Finance","German"
"441",1041522,"Paid","All Levels",4,"Business Finance","French"
"442",619786,"Paid","Intermediate Level",5,"Business Finance","Spanish"
"443",1209556,"Paid","All Levels",2,"Business Finance","Hindi"
"444",407658,"Paid","All Levels",4,"Business Finance","Spanish"
"445",65110,"Paid","All Levels",4,"Business Finance","English"
"446",788756,"Paid","All Levels",3,"Business Finance","French"
"447",725658,"Paid","Beginner Level",2,"Business Finance","English"
"448",1224262,"Paid","All Levels",1,"Business Finance","French"
"449",843536,"Paid","Beginner Level",1,"Business Finance","German"
"450",894336,"Paid","Beginner Level",3,"Business Finance","German"
"451",986272,"Paid","All Levels",3,"Business Finance","English"
"452",1225674,"Paid","All Levels",3,"Business Finance","German"
"453",1225686,"Paid","All Levels",2,"Business Finance","English"
"454",1107954,"Paid","All Levels",2,"Business Finance","French"
"455",425126,"Paid","All Levels",2,"Business Finance","German"
"456",917172,"Paid","All Levels",2,"Business Finance","German"
"457",714188,"Paid","All Levels",1,"Business Finance","German"
"458",364034,"Paid","Beginner Level",5,"Business Finance","English"
"459",548764,"Paid","Intermediate Level",2,"Business Finance","French"
"460",475912,"Paid","All Levels",5,"Business Finance","German"
